Taxa	Race	FT	Biomass_BLUE	PH4wap_BLUE	PH6wap_BLUE	PH8wap_BLUE	PH10wap_BLUE	PH12wap_BLUE	PH14wap_BLUE	PH16wap_BLUE	Starch_BLUE	SLA_BLUE
PI665110	Guinea	0	11.38740792	25.84132073	57.50879783	139.7961826	247.5270213	277.8563133	345.6367284	382.4681935	26.25567593	238.8569002
PI665111	Guinea	0	10.07890948	22.00230783	48.88544749	124.1508659	203.1370786	266.5358777	308.8437341	352.1111557	24.73823358	258.1652457
PI665112	Caudatum	0	10.39099709	22.96137597	53.80882673	118.8376656	185.8134893	223.80164	268.5602771	358.5635165	24.30714886	237.4053619
PI665114	Caudatum	0	12.36221603	29.7636445	64.95426097	145.8210336	208.1404472	277.7123808	336.7449573	355.2595486	24.28518495	244.7534732
PI665116	Durra	0	8.378625922	33.33787155	64.37174679	164.3471221	265.2175835	332.7171093	368.1344237	408.1900212	25.48208802	214.7773807
PI665117	Caudatum	0	11.67884996	29.47006843	61.74851863	143.4796328	215.6313012	264.0984912	325.3222501	355.0520895	26.14925411	237.8441983
PI665118	Durra	0	10.37632945	30.78062391	61.43798936	159.1845406	249.3931846	299.3291615	326.1681497	387.3417936	24.43475581	235.753387
PI665121	Durra	1	8.472031953	26.49770041	55.91834968	140.8963017	222.5157493	264.5627289	321.7885346	343.9623519	26.99388678	215.910986
PI665123	Durra	0	11.85245802	28.08821023	61.39030513	157.6030248	292.2186896	318.5926173	354.8150107	399.9639543	25.25869812	217.0114556
PI665124	Durra	0	10.79940856	29.52862292	65.77642436	163.6795042	258.4001728	312.8684985	359.5091037	392.6094944	24.86812448	217.0629638
PI665125	Kafir	0	12.30306709	24.76415662	56.53065155	139.6686287	212.9635756	250.007675	308.7392446	359.838288	24.81112026	239.8314979
PI665126	Durra	1	12.79922233	32.33855702	79.10650943	187.8148757	297.4327647	351.9147812	406.0364526	422.9729827	25.16027001	211.4584751
PI665129	Durra	0	9.71643782	29.12490613	72.45460098	178.8391032	274.4445175	330.5348566	390.2477489	385.9810019	24.99115963	217.4738279
PI665133	Durra	1	9.434052177	28.66310081	78.05748527	185.2352471	311.9024137	351.7244751	408.6402166	405.9601402	24.92689638	201.7423638
PI665137	Durra	1	10.35779431	30.04388399	67.09083048	183.5411838	295.5942936	346.471274	399.6979956	422.6273846	25.14959553	209.2568016
PI665138	Durra	1	6.04047861	28.98188688	51.64526733	142.023463	229.5511099	278.2695488	331.6177329	354.1573557	25.968585	217.6249896
PI665141	Durra	1	10.70085684	28.8038786	58.59508628	138.5788305	211.8444861	256.7223938	301.6985342	352.1368075	26.00256568	211.9505597
PI665142	Durra	0	10.65177741	32.49718382	70.34002287	174.7221593	270.5553294	317.1483485	379.3208001	414.7881824	24.66812943	203.8948377
PI665143	Durra	1	10.05214962	28.20418533	56.68276734	137.3998378	188.4289495	261.1201551	306.3008448	340.6434314	24.83335316	203.8372581
PI665144	Caudatum	0	12.83321368	32.8669849	77.47087254	166.8163869	267.8627016	324.4207412	384.2467688	413.0925918	25.05481642	197.8815022
PI665145	Durra	1	11.32852277	31.9207209	70.14812138	179.1457224	300.5702752	364.3184517	394.1974726	419.0907579	24.49022776	217.1733184
PI665146	NA	1	11.50485201	25.88740585	57.1780796	145.6186555	243.0705845	276.6168963	332.4502751	339.429389	24.6118899	220.0579271
PI665147	Durra	1	10.46021909	25.66302531	58.82635644	129.3478119	204.5096038	241.9348903	309.5556355	344.4118491	24.09549278	197.1468186
PI665148	Durra	1	10.40209162	27.7660216	53.33455224	140.6875263	213.0619904	258.1527672	303.4115287	329.9091455	26.62379737	208.9804719
PI665150	Durra	0	NA	28.26	60.79	142.45	227.34	277.38	320.96	359.65	NA	238.6731309
PI665153	Durra	0	11.98532352	27.90283496	55.51273892	133.9716122	242.1626176	293.486057	344.6014585	371.5226752	24.41568559	211.9271747
PI665154	Durra	1	9.630738835	31.1418052	63.32814113	147.9036435	221.6516222	287.9566981	312.7009538	357.7005004	24.98336946	205.208194
PI665156	Kafir	0	13.09444603	24.42103816	55.55281229	140.2419528	227.2849402	294.1155597	347.5895338	395.6578887	25.32880226	260.2467544
PI665159	Caudatum	0	10.93492038	26.50905138	56.3683092	133.6418227	211.8050654	231.3207175	275.8921309	321.7789665	24.81112026	259.8456547
PI665160	Caudatum	0	8.558937964	27.86215355	51.60445301	87.14309542	108.2843254	137.2791885	151.0345442	179.7083783	24.77919134	242.4087574
PI665170	Guinea	0	10.88732225	25.54148101	61.08379538	155.6740153	273.9458715	295.0505107	350.2137092	383.8430794	24.5856564	255.2031007
